station_id,date,tmax,tmin,tm,rrr24,Q,
19068,1389/06/07,37.4,15,26.2,,0,
19068,1389/06/08,36.9,14,25.45,,0,
19068,1389/06/09,37.7,13,25.35,,0,
19068,1389/06/10,38.4,14,26.2,,0,
19068,1389/06/11,39,12,25.5,,0,
19068,1389/06/12,39.8,11.7,25.75,,0,
19068,1389/06/13,40,13.6,26.8,,0,
19068,1389/06/14,38.7,12.4,25.55,,0,
19068,1389/06/15,38.7,12.2,25.45,,0,
19068,1389/06/16,38.8,12.1,25.45,,0,
19068,1389/06/17,38.6,13.8,26.2,,0,
19068,1389/06/18,38.8,11.4,25.1,,0,
19068,1389/06/19,36.6,10.8,23.7,,0,
19068,1389/06/20,36.4,9.8,23.1,,0,
19068,1389/06/21,37.2,9.5,23.35,,0,
19068,1389/06/22,37.4,8.8,23.1,,0,
19068,1389/06/23,35.7,9.6,22.65,,0,
19068,1389/06/24,34.6,9.1,21.85,,0,
19068,1389/06/25,34.6,7.9,21.25,,0,
19068,1389/06/26,36.2,7.4,21.8,,0,
19068,1389/06/27,35.2,8.7,21.95,,0,
19068,1389/06/28,34.7,14.4,24.55,,0,
19068,1389/06/29,33.9,11.5,22.7,,0,
19068,1389/06/30,34.5,14.4,24.45,,0,
19068,1389/06/31,34.8,15.1,24.95,,0,
19068,1389/07/01,36.7,14.1,25.4,,0,
19068,1389/07/02,35.6,14.2,24.9,,0,
19068,1389/07/03,35.4,13.8,24.6,,0,
19068,1389/07/04,34.8,12.6,23.7,,0,
19068,1389/07/05,34.4,9.8,22.1,,0,
19068,1389/07/06,32.7,8.6,20.65,,0,
19068,1389/07/07,32.9,8.4,20.65,,0.036,
19068,1389/07/08,31.8,7.8,19.8,,0.08,
19068,1389/07/09,31.8,9,20.4,,0.073,
19068,1389/07/10,33,7.2,20.1,,0.049,
19068,1389/07/11,32.8,7.4,20.1,,0.058,
19068,1389/07/12,32.8,7.2,20,,0.065,
19068,1389/07/13,31.8,11,21.4,,0.081,
19068,1389/07/14,30.6,6.4,18.5,,0.111,
19068,1389/07/15,30.6,6,18.3,,0.089,
19068,1389/07/16,32.6,7.2,19.9,,0.052,
19068,1389/07/17,32.4,8,20.2,,0.082,
19068,1389/07/18,30.7,13.7,22.2,,0.111,
19068,1389/07/19,28.7,7.4,18.05,,0.111,
19068,1389/07/20,26,6.6,16.3,,0.123,
19068,1389/07/21,26.5,4.2,15.35,,0.138,
19068,1389/07/22,26.3,3,14.65,,0.263,
19068,1389/07/23,28.6,4.2,16.4,,0.173,
19068,1389/07/24,31.2,5,18.1,,0.17,
19068,1389/07/25,31.4,5,18.2,,0.17,
19068,1389/07/26,31,6.8,18.9,,0.154,
19068,1389/07/27,29.6,4.6,17.1,,0.173,
19068,1389/07/28,31.9,3,17.45,,0.08,
19068,1389/07/29,33.2,3.6,18.4,,0.113,
19068,1389/07/30,32.4,4.6,18.5,,0.137,
19068,1389/08/01,32.2,5.4,18.8,,0.173,
19068,1389/08/02,32.1,5.8,18.95,,0.192,
19068,1389/08/03,30.2,2.4,16.3,,0.237,
19068,1389/08/04,28.8,5.4,17.1,,0.192,
19068,1389/08/05,26.2,3.2,14.7,,0.192,
19068,1389/08/06,25.6,2,13.8,,0.17,
19068,1389/08/07,25.4,2.2,13.8,,0.17,
19068,1389/08/08,26.8,3,14.9,,0.152,
19068,1389/08/09,23.6,9,16.3,,0.17,
19068,1389/08/10,21.1,7.5,14.3,10,0.237,
19068,1389/08/11,21.3,9.3,15.3,8,0.233,
19068,1389/08/12,17.2,6.2,11.7,0,0.287,
19068,1389/08/13,18.4,3.9,11.15,0,0.432,
19068,1389/08/14,19.6,4.2,11.9,0,0.548,
19068,1389/08/15,20.2,4,12.1,0,0.287,
19068,1389/08/16,21.2,3.8,12.5,0,0.19,
19068,1389/08/17,21.3,4.8,13.05,0,0.234,
19068,1389/08/18,21.6,3.8,12.7,0,0.209,
19068,1389/08/19,22,3.2,12.6,0,0.19,
19068,1389/08/20,22.5,2.6,12.55,0,0.17,
19068,1389/08/21,22.4,1.2,11.8,0,0.189,
19068,1389/08/22,23.2,1.2,12.2,0,0.17,
19068,1389/08/23,23.3,1,12.15,0,0.17,
19068,1389/08/24,23.4,0.5,11.95,0,0.189,
19068,1389/08/25,23.5,0.4,11.95,0,0.189,
19068,1389/08/26,23,-1.2,10.9,10,0.189,
19068,1389/08/27,21.4,-1.6,9.9,8,0.189,
19068,1389/08/28,21.8,-1.6,10.1,0,0.154,
19068,1389/08/29,20.9,-2,9.45,0,0.17,
19068,1389/08/30,21.9,-3.2,9.35,0,0.154,
19068,1389/09/01,20.8,-5.2,7.8,0,0.17,
19068,1389/09/02,20,-5,7.5,0,0.154,
19068,1389/09/03,20.5,-5.2,7.65,0,0.17,
19068,1389/09/04,20.8,-4.2,8.3,0,0.17,
19068,1389/09/05,21.2,-3.8,8.7,0,0.154,
19068,1389/09/06,21.4,-3.8,8.8,0,0.138,
19068,1389/09/07,21.5,-3.9,8.8,0,0.152,
19068,1389/09/08,21,-5.5,7.75,0,0.123,
19068,1389/09/09,20.8,-6.4,7.2,0,0.138,
19068,1389/09/10,20.4,-4.6,7.9,0,0.123,
19068,1389/09/11,21.3,-4.4,8.45,0,0.123,
19068,1389/09/12,22.4,-4.2,9.1,0,0.125,
19068,1389/09/13,22.8,-2,10.4,0,0.152,
19068,1389/09/14,23.2,-1.6,10.8,0,0.152,
19068,1389/09/15,22.1,-3.7,9.2,0,0.152,
19068,1389/09/16,21.8,-5.2,8.3,0,0.152,
19068,1389/09/17,19.3,-6.4,6.45,0,0.125,
19068,1389/09/18,20.6,-6.6,7,0,0.111,
19068,1389/09/19,20.8,-5.2,7.8,0,0.099,
19068,1389/09/20,20.1,-1.9,9.1,0,0.123,
19068,1389/09/21,18.2,6.8,12.5,5,0.123,
19068,1389/09/22,17.5,5.7,11.6,25,0.152,
19068,1389/09/23,12.2,-0.4,5.9,0,0.189,
19068,1389/09/24,12.6,-3.3,4.65,0,0.438,
19068,1389/09/25,13.1,-5,4.05,0,0.477,
19068,1389/09/26,15.4,-2,6.7,0,0.331,
19068,1389/09/27,16.2,3.6,9.9,3,0.189,
19068,1389/09/28,16.5,3.5,10,0,0.17,
19068,1389/09/29,13.2,0.2,6.7,0,0.17,
19068,1389/09/30,15.3,-0.3,7.5,0,0.152,
19068,1389/10/01,15.2,-2.8,6.2,0,0.152,
19068,1389/10/02,15.4,-2.4,6.5,0,0.152,
19068,1389/10/03,14.8,-2.8,6,0,0.152,
19068,1389/10/04,14.5,-4.6,4.95,0,0.152,
19068,1389/10/05,14.5,-4.2,5.15,0,0.111,
19068,1389/10/06,14.5,-5.1,4.7,0,0.071,
19068,1389/10/07,14.8,-7.2,3.8,0,0.101,
19068,1389/10/08,15.9,-8.4,3.75,0,0.099,
19068,1389/10/09,15.4,-7.6,3.9,0,0.099,
19068,1389/10/10,15.2,5.4,10.3,0,0.123,
19068,1389/10/11,12,3.2,7.6,0,0.111,
19068,1389/10/12,12.2,-2.4,4.9,0,0.125,
19068,1389/10/13,10.9,-6,2.45,0,0.138,
19068,1389/10/14,8.4,-2.5,2.95,2.5,0.099,
19068,1389/10/15,14,1.4,7.7,0,0.099,
19068,1389/10/16,8.6,-1.3,3.65,0,0.099,
19068,1389/10/17,10.6,1.2,5.9,0,0.099,
19068,1389/10/18,10.4,-5,2.7,0,0.099,
19068,1389/10/19,12,1.9,6.95,0,0.099,
19068,1389/10/20,9.3,-2,3.65,0,0.099,
19068,1389/10/21,9.3,-2.8,3.25,0,0.099,
19068,1389/10/22,7.4,-7.6,-0.0999999,0,0.089,
19068,1389/10/23,7.8,-9.8,-1,0,0.079,
19068,1389/10/24,7.4,-11,-1.8,4.5,0.079,
19068,1389/10/25,8.2,-1,3.6,16,0.089,
19068,1389/10/26,8.8,1.2,5,0,0.17,
19068,1389/10/27,5.8,-5.7,0.0500002,0,0.712,
19068,1389/10/28,5.9,-6,-0.05,0,0.358,
19068,1389/10/29,6.1,-7,-0.45,0,0.189,
19068,1389/10/30,6.8,-7.4,-0.3,0,0.138,
19068,1389/11/01,8.6,-7.2,0.7,0,0.099,
19068,1389/11/02,9.8,-8.4,0.7,0,0.089,
19068,1389/11/03,8.8,-9.4,-0.3,0,0.079,
19068,1389/11/04,11.8,-8.2,1.8,0,0.099,
19068,1389/11/05,5.8,-9,-1.6,0,0.099,
19068,1389/11/06,6.2,1,3.6,0,0.111,
19068,1389/11/07,6.9,-0.8,3.05,0,0.196,
19068,1389/11/08,9,1.5,5.25,0,0.433,
19068,1389/11/09,9.2,-2,3.6,5.2,0.211,
19068,1389/11/10,11.4,2.6,7,23,0.211,
19068,1389/11/11,11.2,1.5,6.35,1,0.922,
19068,1389/11/12,4.7,-1.7,1.5,0,1.44,
19068,1389/11/13,2,-8.8,-3.4,13,0.376,
19068,1389/11/14,1.8,-8.9,-3.55,0,0.211,
19068,1389/11/15,2.4,-9.9,-3.75,0,0.389,
19068,1389/11/16,3.8,-2.4,0.7,0,0.366,
19068,1389/11/17,3.6,-5.8,-1.1,0,0.154,
19068,1389/11/18,6.9,-9.9,-1.5,0,0.123,
19068,1389/11/19,7.1,-0.1,3.5,0,0.123,
19068,1389/11/20,10,-7.7,1.15,1,0.11,
19068,1389/11/21,11.8,-3.6,4.1,0,0.1,
19068,1389/11/22,10.5,-7,1.75,0,0.08,
19068,1389/11/23,9.7,-6.9,1.4,0,0.08,
19068,1389/11/24,9.4,-9,0.2,3,0.089,
19068,1389/11/25,9.6,-8.4,0.6,2,0.079,
19068,1389/11/26,11.6,-7.9,1.85,3,0.079,
19068,1389/11/27,14.5,-0.2,7.15,0,0.063,
19068,1389/11/28,14.1,1.6,7.85,0,0.111,
19068,1389/11/29,10.8,-0.8,5,0,0.089,
19068,1389/11/30,14.8,-5.8,4.5,0,0.099,
19068,1389/12/01,15.6,3.7,9.65,0,0.099,
19068,1389/12/02,13.4,2.6,8,0,0.099,
19068,1389/12/03,13,1.9,7.45,0,0.11,
19068,1389/12/04,17.4,-3.9,6.75,0,0.11,
19068,1389/12/05,18.6,-2.6,8,0,0.11,
19068,1389/12/06,18.7,-4.9,6.9,0,0.11,
19068,1389/12/07,18.6,-2.4,8.1,0,0.11,
19068,1389/12/08,16.5,-0.4,8.05,0,0.123,
19068,1389/12/09,16.6,-3.2,6.7,0,0.123,
19068,1389/12/10,16.4,-1,7.7,0,0.123,
19068,1389/12/11,15.2,2.3,8.75,0,0.123,
19068,1389/12/12,13.2,3.3,8.25,0,0.111,
19068,1389/12/13,13.1,-5.4,3.85,0,0.111,
19068,1389/12/14,13.2,4,8.6,0,0.111,
19068,1389/12/15,14.8,-10.4,2.2,0,0.111,
19068,1389/12/16,16.2,-6.8,4.7,0,0.111,
19068,1389/12/17,14.2,3.8,9,0,0.111,
19068,1389/12/18,13.2,5,9.1,14,0.111,
19068,1389/12/19,18.2,7,12.6,7,0.211,
19068,1389/12/20,14.6,1.5,8.05,0,0.14,
19068,1389/12/21,15.8,-2.6,6.6,0,0.11,
19068,1389/12/22,10.6,2,6.3,0,0.11,
19068,1389/12/23,14.4,-3.4,5.5,0,0.11,
19068,1389/12/24,10.8,-2.4,4.2,0,0.11,
19068,1389/12/25,14.6,-4.6,5,0,0.1,
19068,1389/12/26,17.6,-7.2,5.2,0,0.089,
19068,1389/12/27,20,-5.6,7.2,0,0.089,
19068,1389/12/28,23.4,-5.2,9.1,0,0.079,
19068,1389/12/29,24.4,0.1,12.25,0,0.079,
19068,1390/01/01,26,-0.2,12.9,0,0.079,
19068,1390/01/02,25.6,5.6,15.6,0,0.079,
19068,1390/01/03,15.6,6.6,11.1,3,0.071,
19068,1390/01/04,15.4,1.8,8.6,2,0.063,
19068,1390/01/05,10.4,0.6,5.5,14,0.079,
19068,1390/01/06,12,-0.6,5.7,16,0.513,
19068,1390/01/07,15,0.4,7.7,0,0.858,
19068,1390/01/08,18.4,-0.6,8.9,0,0.563,
19068,1390/01/09,17.8,-0.3,8.75,0,0.211,
19068,1390/01/10,18.8,-0.8,9,0,0.113,
19068,1390/01/11,21.6,-1,10.3,0,0.073,
19068,1390/01/12,23,-1,11,0,0.051,
19068,1390/01/13,25.6,0,12.8,0,0.045,
19068,1390/01/14,25,0.3,12.65,0,0.045,
19068,1390/01/15,23.8,13,18.4,0,0.045,
19068,1390/01/16,15.8,11.8,13.8,0,0.045,
19068,1390/01/17,19.6,6.8,13.2,2,0.045,
19068,1390/01/18,20.8,0.5,10.65,0,0.051,
19068,1390/01/19,14.6,1.4,8,0,0.064,
19068,1390/01/20,18.8,3.5,11.15,2,0.071,
19068,1390/01/21,19.6,1.5,10.55,0,0.071,
19068,1390/01/22,21,5.6,13.3,0,0.079,
19068,1390/01/23,21.4,7.4,14.4,5.5,0.063,
19068,1390/01/24,16.8,3.6,10.2,0,0.071,
19068,1390/01/25,18,-0.4,8.8,0,0.063,
19068,1390/01/26,20.6,0.1,10.35,0,0.052,
19068,1390/01/27,22.8,0.7,11.75,0,0.041,
19068,1390/01/28,24.8,2.6,13.7,0,0.036,
19068,1390/01/29,25.8,5.9,15.85,0,0.016,
19068,1390/01/30,27.6,3.8,15.7,0,0,
19068,1390/01/31,23.7,8.8,16.25,0,0,
19068,1390/02/01,25.6,8,16.8,6,0,
19068,1390/02/02,16.3,11,13.65,12,0.056,
19068,1390/02/03,23.6,8.9,16.25,0,0.056,
19068,1390/02/04,24.4,6.8,15.6,0,0.056,
19068,1390/02/05,19.2,8.6,13.9,1,0.063,
19068,1390/02/06,21,8.4,14.7,6,0.081,
19068,1390/02/07,21.8,3.6,12.7,0,0.108,
19068,1390/02/08,24.4,4,14.2,0,0.125,
19068,1390/02/09,26.8,7,16.9,0,0.078,
19068,1390/02/10,16.9,10.6,13.75,41,0.101,
19068,1390/02/11,20.8,7,13.9,0,2.07,
19068,1390/02/12,18.7,6.2,12.45,1,1.43,
19068,1390/02/13,22.1,5,13.55,0,1,
19068,1390/02/14,22.4,5.8,14.1,0,0.288,
19068,1390/02/15,24.9,7.6,16.25,0,0.12,
19068,1390/02/16,23.1,8.5,15.8,2,0.064,
19068,1390/02/17,24.6,12.6,18.6,3.5,0.205,
19068,1390/02/18,26.6,11.4,19,0,0.064,
19068,1390/02/19,24.4,10.7,17.55,0,0.057,
19068,1390/02/20,26.3,5.9,16.1,0,0.064,
19068,1390/02/21,30.6,11.6,21.1,0,0.051,
19068,1390/02/22,30.2,10.4,20.3,0,0.045,
19068,1390/02/23,30.8,12.6,21.7,0,0.029,
19068,1390/02/24,27.4,8.9,18.15,0,0,
19068,1390/02/25,22.4,11.7,17.05,0,0,
19068,1390/02/26,22.3,5.4,13.85,2,0,
19068,1390/02/27,20.3,10.7,15.5,4,0.018,
19068,1390/02/28,22.8,10.8,16.8,0,0.041,
19068,1390/02/29,31.2,14.5,22.85,0,0.047,
19068,1390/02/30,30.6,12.6,21.6,0,0.047,
19068,1390/02/31,31.2,13.2,22.2,0,0.023,
19068,1390/03/01,31,11,21,0,0,
19068,1390/03/02,30.4,9.8,20.1,0,0,
19068,1390/03/03,30.6,8,19.3,0,0,
19068,1390/03/04,30.8,10.4,20.6,0,0,
19068,1390/03/05,31.6,12.4,22,0,0,
19068,1390/03/06,31.4,11.8,21.6,0,0,
19068,1390/03/07,31.8,12.6,22.2,0,0,
19068,1390/03/08,33.4,12.7,23.05,0,0,
19068,1390/03/09,33.2,12.2,22.7,0,0,
19068,1390/03/10,37.2,14.5,25.85,0,0,
19068,1390/03/11,37,16.2,26.6,,0,
19068,1390/03/12,36.5,17.8,27.15,,0,
19068,1390/03/13,31.8,16.8,24.3,,0,
19068,1390/03/14,32.2,12.6,22.4,,0,
19068,1390/03/15,32.4,13.2,22.8,,0,
19068,1390/03/16,35.2,13.6,24.4,,0,
19068,1390/03/17,35.4,15.2,25.3,,0,
19068,1390/03/18,35.2,15.5,25.35,,0,
19068,1390/03/19,34.6,13.9,24.25,,0,
19068,1390/03/20,33.2,12.9,23.05,,0,
19068,1390/03/21,31.6,13.8,22.7,,0,
19068,1390/03/22,31.1,13.2,22.15,,0,
19068,1390/03/23,30.2,11.5,20.85,,0,
19068,1390/03/24,30.2,11.2,20.7,,0,
19068,1390/03/25,31.4,11.2,21.3,,0,
19068,1390/03/26,33.9,11.6,22.75,,0,
19068,1390/03/27,37.4,12.2,24.8,,0,
19068,1390/03/28,38.1,12.4,25.25,,0,
19068,1390/03/29,35.5,12.6,24.05,,0,
19068,1390/03/30,34.6,11.6,23.1,,0,
19068,1390/03/31,35.8,10.8,23.3,,0,
19068,1390/04/01,36.2,10.2,23.2,,0,
19068,1390/04/02,36.4,12.8,24.6,,0,
19068,1390/04/03,36.2,13.1,24.65,,0,
19068,1390/04/04,35.6,16.2,25.9,,0,
19068,1390/04/05,36,16.4,26.2,,0,
19068,1390/04/06,35.5,17.8,26.65,,0,
19068,1390/04/07,35.6,11.2,23.4,,0,
19068,1390/04/08,35.4,13.9,24.65,,0,
19068,1390/04/09,35.6,13.4,24.5,,0,
19068,1390/04/10,36,12.6,24.3,,0,
19068,1390/04/11,35.6,11.9,23.75,,0,
19068,1390/04/12,35.4,12.8,24.1,,0,
19068,1390/04/13,35.2,13.2,24.2,,0,
19068,1390/04/14,35.6,15.2,25.4,,0,
19068,1390/04/15,36.4,15.8,26.1,,0,
19068,1390/04/16,41.2,16.8,29,,0,
19068,1390/04/17,42.8,18.8,30.8,,0,
19068,1390/04/18,43,19,31,,0,
19068,1390/04/19,42.3,20,31.15,,0,
19068,1390/04/20,39.2,19.4,29.3,,0,
19068,1390/04/21,38,18.6,28.3,,0,
19068,1390/04/22,38.2,19,28.6,,0,
19068,1390/04/23,39.2,18,28.6,,0,
19068,1390/04/24,39.4,18.4,28.9,,0,
19068,1390/04/25,39.6,18.6,29.1,,0,
19068,1390/04/26,36.5,16.4,26.45,,0,
19068,1390/04/27,35.8,16,25.9,,0,
19068,1390/04/28,35.4,16.5,25.95,,0,
19068,1390/04/29,35.2,16.4,25.8,,0,
19068,1390/04/30,36,16.5,26.25,,0,
19068,1390/04/31,36.1,16.3,26.2,,0,
19068,1390/05/01,36.2,16.1,26.15,,0,
19068,1390/05/02,36.9,16.8,26.85,,0,
19068,1390/05/03,38,17.2,27.6,,0,
19068,1390/05/04,40.6,18.1,29.35,,0,
19068,1390/05/05,41.4,18.5,29.95,,0,
19068,1390/05/06,41.6,19.8,30.7,,0,
19068,1390/05/07,41.6,20.2,30.9,,0,
19068,1390/05/08,41.5,20.2,30.85,,0,
19068,1390/05/09,41.4,20.4,30.9,,0,
19068,1390/05/10,41.6,19,30.3,,0,
19068,1390/05/11,41.9,19.1,30.5,,0,
19068,1390/05/12,41.8,19.6,30.7,,0,
19068,1390/05/13,41.6,20.2,30.9,,0,
19068,1390/05/14,41.2,20,30.6,,0,
19068,1390/05/15,41.1,19.8,30.45,,0,
19068,1390/05/16,41,18.2,29.6,,0,
19068,1390/05/17,40.6,18.8,29.7,,0,
19068,1390/05/18,40.2,18.2,29.2,,0,
19068,1390/05/19,39.4,18.4,28.9,,0,
19068,1390/05/20,38.6,18.6,28.6,,0,
19068,1390/05/21,37.2,18.2,27.7,,0,
19068,1390/05/22,36.8,18.1,27.45,,0,
19068,1390/05/23,36.6,19.4,28,,0,
19068,1390/05/24,36.2,18.6,27.4,,0,
19068,1390/05/25,36,18.2,27.1,,0,
19068,1390/05/26,35.8,18,26.9,,0,
19068,1390/05/27,35.8,17.6,26.7,,0,
19068,1390/05/28,35.6,17.2,26.4,,0,
19068,1390/05/29,35.4,16.9,26.15,,0,
19068,1390/05/30,36.1,16.2,26.15,,0,
19068,1390/05/31,36.4,17.4,26.9,,0,
19068,1390/06/01,35.4,17.2,26.3,,0,
19068,1390/06/02,35.2,15.8,25.5,,0,
19068,1390/06/03,35.1,15.6,25.35,,0,
19068,1390/06/04,35,15.2,25.1,,0,
19068,1390/06/05,34.2,14.6,24.4,,0,
19068,1390/06/06,34.1,14.4,24.25,,0,
19068,1390/06/07,33.8,14.2,24,,0,
19068,1390/06/08,33.6,14,23.8,,0,
19068,1390/06/09,33.4,13.8,23.6,,0,
19068,1390/06/10,33.8,13.8,23.8,,0,
19068,1390/06/11,33.4,13.2,23.3,,0,
19068,1390/06/12,32.8,12.4,22.6,,0,
19068,1390/06/13,33.1,12.8,22.95,,0,
19068,1390/06/14,33.8,12.4,23.1,,0,
19068,1390/06/15,33.6,12.6,23.1,,0,
19068,1390/06/16,33.6,14.2,23.9,,0,
19068,1390/06/17,33.2,12.1,22.65,,0,
19068,1390/06/18,32.6,9.6,21.1,,0,
19068,1390/06/19,32.8,10.4,21.6,,0,
19068,1390/06/20,33.6,10.1,21.85,,0,
19068,1390/06/21,32.5,10.6,21.55,,0,
19068,1390/06/22,32.4,10.4,21.4,,0,
19068,1390/06/23,32,10.4,21.2,,0,
19068,1390/06/24,32.4,9.8,21.1,,0,
19068,1390/06/25,31.4,9.4,20.4,,0,
19068,1390/06/26,31.9,9.1,20.5,,0,
19068,1390/06/27,31.8,11.2,21.5,,0,
19068,1390/06/28,32.4,10.8,21.6,,0,
19068,1390/06/29,31.8,11,21.4,,0,
19068,1390/06/30,31.6,11.1,21.35,,0,
19068,1390/06/31,30.4,10.9,20.65,,0,
19068,1390/07/01,30.8,10.4,20.6,,0,
19068,1390/07/02,30.4,11.4,20.9,,0,
19068,1390/07/03,30.2,10,20.1,,0,
19068,1390/07/04,30.1,9.8,19.95,,0,
19068,1390/07/05,29.9,9.6,19.75,,0,
19068,1390/07/06,31.1,9.8,20.45,,0,
19068,1390/07/07,29.8,9.2,19.5,,0,
19068,1390/07/08,29,9.2,19.1,,0,
19068,1390/07/09,28.6,10.2,19.4,0,0,
19068,1390/07/10,27.8,8.9,18.35,0,0,
19068,1390/07/11,27.9,8.5,18.2,0,0,
19068,1390/07/12,28.2,9.1,18.65,0,0,
19068,1390/07/13,28.6,8.2,18.4,0,0,
19068,1390/07/14,28.9,8.4,18.65,0,0,
19068,1390/07/15,29.2,7.8,18.5,0,0,
19068,1390/07/16,27.4,7.5,17.45,0,0,
19068,1390/07/17,27.6,7.2,17.4,0,0,
19068,1390/07/18,27.6,7.5,17.55,0,0,
19068,1390/07/19,28.5,7.8,18.15,0,0,
19068,1390/07/20,29,7.8,18.4,0,0,
19068,1390/07/21,27.6,7.2,17.4,0,0,
19068,1390/07/22,28.1,9.4,18.75,0,0,
19068,1390/07/23,29.4,7.2,18.3,0,0,
19068,1390/07/24,29.9,7.4,18.65,0,0,
19068,1390/07/25,29.1,7.4,18.25,0,0,
19068,1390/07/26,29.4,8.1,18.75,0,0,
19068,1390/07/27,28.4,8.4,18.4,0,0,
19068,1390/07/28,28,7.6,17.8,0,0,
19068,1390/07/29,25.9,7,16.45,0,0,
19068,1390/07/30,25.1,6.1,15.6,0,0,
19068,1390/08/01,24.1,5.1,14.6,0,0,
19068,1390/08/02,23.5,4.9,14.2,0,0,
19068,1390/08/03,23.4,4.2,13.8,0,0,
19068,1390/08/04,19,3.6,11.3,0.3,0,
19068,1390/08/05,18.4,10.1,14.25,17,0,
19068,1390/08/06,20.1,9.6,14.85,20.5,0.293,
19068,1390/08/07,13.6,10.2,11.9,0,1.7,
19068,1390/08/08,16.2,6.9,11.55,0,8.51,
19068,1390/08/09,16.4,7,11.7,0,0.897,
19068,1390/08/10,14.9,4.2,9.55,0,0.196,
19068,1390/08/11,14.6,4,9.3,0,0.058,
19068,1390/08/12,16.2,3.9,10.05,0,0.017,
19068,1390/08/13,16.7,3.7,10.2,0,0.013,
19068,1390/08/14,17.2,5.9,11.55,1,0.013,
19068,1390/08/15,17.6,8.6,13.1,5,0.013,
19068,1390/08/16,17.3,2.8,10.05,0,0.013,
19068,1390/08/17,17.3,2.8,10.05,2,0.069,
19068,1390/08/18,,,,,0.041,
19068,1390/08/19,,,,,0.013,
19068,1390/08/20,,,,,0.013,
19068,1390/08/21,,,,,0.013,
19068,1390/08/22,,,,,0.013,
19068,1390/08/23,,,,,0.013,
19068,1390/08/24,,,,,0.013,
19068,1390/08/25,,,,,0.013,
19068,1390/08/26,,,,,0.013,
19068,1390/08/27,13.4,1.6,7.5,0,0.097,
19068,1390/08/28,12.2,1,6.6,0,0.034,
19068,1390/08/29,14.2,6.5,10.35,6,0.034,
19068,1390/08/30,10.6,1.2,5.9,0,0.097,
19068,1390/09/01,11.4,-1.4,5,0,0.054,
19068,1390/09/02,10.1,-2.5,3.8,0,0,
19068,1390/09/03,10.4,-3.8,3.3,0,0,
19068,1390/09/04,9.4,-2.9,3.25,2,0,
19068,1390/09/05,7.2,-1.5,2.85,0,0.002,
19068,1390/09/06,6.2,-4.4,0.9,0,0.108,
19068,1390/09/07,9.1,-4.9,2.1,0,0.139,
19068,1390/09/08,10.2,-5.4,2.4,0,0.036,
19068,1390/09/09,10.8,-5.8,2.5,0,0.013,
19068,1390/09/10,11.4,-3.6,3.9,0,0.019,
19068,1390/09/11,9.2,-6.6,1.3,0,0.034,
19068,1390/09/12,10.5,-6.9,1.8,0,0.019,
19068,1390/09/13,11.2,-6.5,2.35,0,0.002,
19068,1390/09/14,11.8,-5.9,2.95,0,0.015,
19068,1390/09/15,12,-5.5,3.25,0,0.016,
19068,1390/09/16,12.4,-5.2,3.6,0,0.022,
19068,1390/09/17,13,-7.4,2.8,0,0.021,
19068,1390/09/18,13,-6.2,3.4,0,0.043,
19068,1390/09/19,12.6,-6,3.3,0,0.082,
19068,1390/09/20,11.4,-1.5,4.95,0,0.099,
19068,1390/09/21,13,-3.9,4.55,0,0.082,
19068,1390/09/22,13.6,-3.1,5.25,0,0.099,
19068,1390/09/23,14,-2.6,5.7,0,0.082,
19068,1390/09/24,14.4,-2.2,6.1,0,0.067,
19068,1390/09/25,9.2,-1.5,3.85,0,0.067,
19068,1390/09/26,10.2,-3.8,3.2,0,0.099,
19068,1390/09/27,11.4,-4.2,3.6,0,0.118,
19068,1390/09/28,12.2,-6.8,2.7,0,0.109,
19068,1390/09/29,13.1,-6.2,3.45,0,0.091,
19068,1390/09/30,11.4,-5.8,2.8,0,0.061,
19068,1390/10/01,12.6,-4.8,3.9,0,0.061,
19068,1390/10/02,13.2,-2,5.6,0,0.054,
19068,1390/10/03,14,-3.1,5.45,0,0.073,
19068,1390/10/04,11.4,1.4,6.4,0,0.108,
19068,1390/10/05,9.2,-4.4,2.4,0,0.118,
19068,1390/10/06,8.6,-5.6,1.5,0,0.108,
19068,1390/10/07,9.6,-4,2.8,0,0.118,
19068,1390/10/08,8.2,-6.2,1,0,0.09,
19068,1390/10/09,11,-7.2,1.9,0,0.055,
19068,1390/10/10,8.6,-2,3.3,2,0.077,
19068,1390/10/11,9.4,0,4.7,6,0.09,
19068,1390/10/12,9.8,0.5,5.15,2,0.14,
19068,1390/10/13,7.2,-3.4,1.9,0,0.108,
19068,1390/10/14,7.5,-4.6,1.45,0,0.09,
19068,1390/10/15,12.1,-5.8,3.15,0,0.06,
19068,1390/10/16,12.4,-5.2,3.6,0,0.042,
19068,1390/10/17,12.2,-4.2,4,0,0.06,
19068,1390/10/18,12.5,-3.6,4.45,18.5,0.108,
19068,1390/10/19,9.1,2.4,5.75,0,0.118,
19068,1390/10/20,12,-3.6,4.2,0,0.119,
19068,1390/10/21,12.4,-3.8,4.3,0,0.073,
19068,1390/10/22,9,1.2,5.1,0,0.048,
19068,1390/10/23,10.5,-3.4,3.55,0,0.048,
19068,1390/10/24,7.8,-4.5,1.65,0,0.038,
19068,1390/10/25,10.6,-4.6,3,0,0.048,
19068,1390/10/26,11.2,-4.2,3.5,0,0.054,
19068,1390/10/27,11.8,-4.8,3.5,0,0.048,
19068,1390/10/28,11.8,-5.4,3.2,0,0.054,
